Group,Subject,TrialType,Kind,KindNew,Object,Rating
CB,CB13,Filler,Artifact,Artifact,Gep,4
CB,CB13,Filler,Artifact,Artifact,Desh,4
CB,CB13,Filler,Artifact,Artifact,Nox,4
CB,CB13,Filler,Natural,Natural,Yobal,7
CB,CB13,Filler,Natural,Natural,Walla,7
CB,CB13,Filler,Natural,Natural,Chom,7
CB,CB13,Filler,Natural,Natural,Hyto,3
CB,CB13,Filler,Natural,Natural,Drapa,1
CB,CB13,Filler,Natural,Natural,Uzoo,3
CB,CB13,Filler,Natural,Natural,Jox,3
CB,CB14,Color,Natural,Natural,Atto,7
CB,CB14,Color,Natural,Natural,Onz,3
CB,CB14,Color,Natural,Natural,Stime,4
CB,CB14,Color,Natural,Natural,Enly,7
CB,CB14,Color,Natural,Natural,Blairo,7
CB,CB14,Color,ArtifactFC,ArtifactFC,Bewt,7
CB,CB14,Color,ArtifactFC,ArtifactNFC,Arn,4
CB,CB14,Color,ArtifactFC,ArtifactFC,Topee,5
CB,CB14,Color,ArtifactFC,ArtifactFC,Bollop,7
CB,CB14,Color,ArtifactFC,ArtifactFC,Reeka,7
CB,CB14,Color,ArtifactNFC,ArtifactNFC,Kanpa,5
CB,CB14,Color,ArtifactNFC,ArtifactNFC,Flut,4
CB,CB14,Color,ArtifactNFC,ArtifactNFC,Meepa,4
CB,CB14,Color,ArtifactNFC,ArtifactFC,Cano,5
CB,CB14,Color,ArtifactNFC,ArtifactNFC,Maxus,5
CB,CB14,Function,Natural,Natural,Koshi,5
CB,CB14,Function,Natural,Natural,Poom,5
CB,CB14,Function,Natural,Natural,Borg,6
CB,CB14,Function,Natural,Natural,Norpee,6
CB,CB14,Function,Natural,Natural,Irve,4
CB,CB14,Function,Artifact,Artifact,Xenop,6
CB,CB14,Function,Artifact,Artifact,Trint,7
CB,CB14,Function,Artifact,Artifact,Soof,7
CB,CB14,Function,Artifact,Artifact,Quag,7
CB,CB14,Function,Artifact,Artifact,Olan,7
CB,CB14,Filler,Artifact,Artifact,Gep,7
CB,CB14,Filler,Artifact,Artifact,Desh,5
CB,CB14,Filler,Artifact,Artifact,Nox,6
CB,CB14,Filler,Natural,Natural,Yobal,7
CB,CB14,Filler,Natural,Natural,Walla,7
CB,CB14,Filler,Natural,Natural,Chom,7
CB,CB14,Filler,Natural,Natural,Hyto,3
CB,CB14,Filler,Natural,Natural,Drapa,7
CB,CB14,Filler,Natural,Natural,Uzoo,7
CB,CB14,Filler,Natural,Natural,Jox,7
CB,CB15,Color,Natural,Natural,Atto,6
CB,CB15,Color,Natural,Natural,Onz,5
CB,CB15,Color,Natural,Natural,Stime,6
CB,CB15,Color,Natural,Natural,Enly,3
CB,CB15,Color,Natural,Natural,Blairo,6
CB,CB15,Color,ArtifactFC,ArtifactFC,Bewt,7
CB,CB15,Color,ArtifactFC,ArtifactNFC,Arn,6
CB,CB15,Color,ArtifactFC,ArtifactFC,Topee,7
CB,CB15,Color,ArtifactFC,ArtifactFC,Bollop,6
CB,CB15,Color,ArtifactFC,ArtifactFC,Reeka,3
CB,CB15,Color,ArtifactNFC,ArtifactNFC,Kanpa,3
CB,CB15,Color,ArtifactNFC,ArtifactNFC,Flut,3
CB,CB15,Color,ArtifactNFC,ArtifactNFC,Meepa,3
CB,CB15,Color,ArtifactNFC,ArtifactFC,Cano,4
CB,CB15,Color,ArtifactNFC,ArtifactNFC,Maxus,5
CB,CB15,Function,Natural,Natural,Koshi,3
CB,CB15,Function,Natural,Natural,Poom,4
CB,CB15,Function,Natural,Natural,Borg,3
CB,CB15,Function,Natural,Natural,Norpee,2
CB,CB15,Function,Natural,Natural,Irve,2
CB,CB15,Function,Artifact,Artifact,Xenop,6
CB,CB15,Function,Artifact,Artifact,Trint,5
CB,CB15,Function,Artifact,Artifact,Soof,6
CB,CB15,Function,Artifact,Artifact,Quag,3
CB,CB15,Function,Artifact,Artifact,Olan,6
CB,CB15,Filler,Artifact,Artifact,Gep,5
CB,CB15,Filler,Artifact,Artifact,Desh,2
CB,CB15,Filler,Artifact,Artifact,Nox,5
CB,CB15,Filler,Natural,Natural,Yobal,5
CB,CB15,Filler,Natural,Natural,Walla,6
CB,CB15,Filler,Natural,Natural,Chom,4
CB,CB15,Filler,Natural,Natural,Hyto,2
CB,CB15,Filler,Natural,Natural,Drapa,2
CB,CB15,Filler,Natural,Natural,Uzoo,5
CB,CB15,Filler,Natural,Natural,Jox,2
CB,CB16,Color,Natural,Natural,Atto,5
CB,CB16,Color,Natural,Natural,Onz,7
CB,CB16,Color,Natural,Natural,Stime,5
CB,CB16,Color,Natural,Natural,Enly,4
CB,CB16,Color,Natural,Natural,Blairo,7
CB,CB16,Color,ArtifactFC,ArtifactFC,Bewt,6
CB,CB16,Color,ArtifactFC,ArtifactNFC,Arn,7
CB,CB16,Color,ArtifactFC,ArtifactFC,Topee,2
CB,CB16,Color,ArtifactFC,ArtifactFC,Bollop,5
CB,CB16,Color,ArtifactFC,ArtifactFC,Reeka,3
CB,CB16,Color,ArtifactNFC,ArtifactNFC,Kanpa,7
CB,CB16,Color,ArtifactNFC,ArtifactNFC,Flut,6
CB,CB16,Color,ArtifactNFC,ArtifactNFC,Meepa,2
CB,CB16,Color,ArtifactNFC,ArtifactFC,Cano,2
CB,CB16,Color,ArtifactNFC,ArtifactNFC,Maxus,6
CB,CB16,Function,Natural,Natural,Koshi,5
CB,CB16,Function,Natural,Natural,Poom,5
CB,CB16,Function,Natural,Natural,Borg,3
CB,CB16,Function,Natural,Natural,Norpee,3
CB,CB16,Function,Natural,Natural,Irve,1
CB,CB16,Function,Artifact,Artifact,Xenop,1
CB,CB16,Function,Artifact,Artifact,Trint,7
CB,CB16,Function,Artifact,Artifact,Soof,7
CB,CB16,Function,Artifact,Artifact,Quag,3
CB,CB16,Function,Artifact,Artifact,Olan,6
CB,CB16,Filler,Artifact,Artifact,Gep,4
CB,CB16,Filler,Artifact,Artifact,Desh,6
CB,CB16,Filler,Artifact,Artifact,Nox,3
CB,CB16,Filler,Natural,Natural,Yobal,2
CB,CB16,Filler,Natural,Natural,Walla,7
CB,CB16,Filler,Natural,Natural,Chom,2
CB,CB16,Filler,Natural,Natural,Hyto,4
CB,CB16,Filler,Natural,Natural,Drapa,4
CB,CB16,Filler,Natural,Natural,Uzoo,6
CB,CB16,Filler,Natural,Natural,Jox,1
CB,CB17,Color,Natural,Natural,Atto,6
CB,CB17,Color,Natural,Natural,Onz,7
CB,CB17,Color,Natural,Natural,Stime,7
CB,CB17,Color,Natural,Natural,Enly,7
CB,CB17,Color,Natural,Natural,Blairo,7
CB,CB17,Color,ArtifactFC,ArtifactFC,Bewt,6
CB,CB17,Color,ArtifactFC,ArtifactNFC,Arn,4
CB,CB17,Color,ArtifactFC,ArtifactFC,Topee,7
CB,CB17,Color,ArtifactFC,ArtifactFC,Bollop,6
CB,CB17,Color,ArtifactFC,ArtifactFC,Reeka,5
CB,CB17,Color,ArtifactNFC,ArtifactNFC,Kanpa,3
CB,CB17,Color,ArtifactNFC,ArtifactNFC,Flut,2
CB,CB17,Color,ArtifactNFC,ArtifactNFC,Meepa,3
CB,CB17,Color,ArtifactNFC,ArtifactFC,Cano,3
CB,CB17,Color,ArtifactNFC,ArtifactNFC,Maxus,3
CB,CB17,Function,Natural,Natural,Koshi,1
CB,CB17,Function,Natural,Natural,Poom,2
CB,CB17,Function,Natural,Natural,Borg,2
CB,CB17,Function,Natural,Natural,Norpee,2
CB,CB17,Function,Natural,Natural,Irve,1
CB,CB17,Function,Artifact,Artifact,Xenop,6
CB,CB17,Function,Artifact,Artifact,Trint,5
CB,CB17,Function,Artifact,Artifact,Soof,5
CB,CB17,Function,Artifact,Artifact,Quag,3
CB,CB17,Function,Artifact,Artifact,Olan,6
CB,CB17,Filler,Artifact,Artifact,Gep,6
CB,CB17,Filler,Artifact,Artifact,Desh,2
CB,CB17,Filler,Artifact,Artifact,Nox,3
CB,CB17,Filler,Natural,Natural,Yobal,7
CB,CB17,Filler,Natural,Natural,Walla,7
CB,CB17,Filler,Natural,Natural,Chom,5
CB,CB17,Filler,Natural,Natural,Hyto,2
CB,CB17,Filler,Natural,Natural,Drapa,5
CB,CB17,Filler,Natural,Natural,Uzoo,5
CB,CB17,Filler,Natural,Natural,Jox,3
CB,CB18,Color,Natural,Natural,Atto,6
CB,CB18,Color,Natural,Natural,Onz,5
CB,CB18,Color,Natural,Natural,Stime,6
CB,CB18,Color,Natural,Natural,Enly,5
CB,CB18,Color,Natural,Natural,Blairo,6
CB,CB18,Color,ArtifactFC,ArtifactFC,Bewt,2
CB,CB18,Color,ArtifactFC,ArtifactNFC,Arn,5
CB,CB18,Color,ArtifactFC,ArtifactFC,Topee,7
CB,CB18,Color,ArtifactFC,ArtifactFC,Bollop,7
CB,CB18,Color,ArtifactFC,ArtifactFC,Reeka,7
CB,CB18,Color,ArtifactNFC,ArtifactNFC,Kanpa,1
CB,CB18,Color,ArtifactNFC,ArtifactNFC,Flut,3
CB,CB18,Color,ArtifactNFC,ArtifactNFC,Meepa,2
CB,CB18,Color,ArtifactNFC,ArtifactFC,Cano,1
CB,CB18,Color,ArtifactNFC,ArtifactNFC,Maxus,2
CB,CB18,Function,Natural,Natural,Koshi,2
CB,CB18,Function,Natural,Natural,Poom,3
CB,CB18,Function,Natural,Natural,Borg,2
CB,CB18,Function,Natural,Natural,Norpee,3
CB,CB18,Function,Natural,Natural,Irve,1
CB,CB18,Function,Artifact,Artifact,Xenop,5
CB,CB18,Function,Artifact,Artifact,Trint,7
CB,CB18,Function,Artifact,Artifact,Soof,7
CB,CB18,Function,Artifact,Artifact,Quag,7
CB,CB18,Function,Artifact,Artifact,Olan,7
CB,CB18,Filler,Artifact,Artifact,Gep,5
CB,CB18,Filler,Artifact,Artifact,Desh,7
CB,CB18,Filler,Artifact,Artifact,Nox,4
CB,CB18,Filler,Natural,Natural,Yobal,6
CB,CB18,Filler,Natural,Natural,Walla,6
CB,CB18,Filler,Natural,Natural,Chom,5
CB,CB18,Filler,Natural,Natural,Hyto,2
CB,CB18,Filler,Natural,Natural,Drapa,7
CB,CB18,Filler,Natural,Natural,Uzoo,3
CB,CB18,Filler,Natural,Natural,Jox,2
CB,CB19,Color,Natural,Natural,Atto,6
CB,CB19,Color,Natural,Natural,Onz,6
CB,CB19,Color,Natural,Natural,Stime,6
CB,CB19,Color,Natural,Natural,Enly,6
CB,CB19,Color,Natural,Natural,Blairo,6
CB,CB19,Color,ArtifactFC,ArtifactFC,Bewt,7
CB,CB19,Color,ArtifactFC,ArtifactNFC,Arn,6
CB,CB19,Color,ArtifactFC,ArtifactFC,Topee,7
CB,CB19,Color,ArtifactFC,ArtifactFC,Bollop,6
CB,CB19,Color,ArtifactFC,ArtifactFC,Reeka,7
CB,CB19,Color,ArtifactNFC,ArtifactNFC,Kanpa,4
CB,CB19,Color,ArtifactNFC,ArtifactNFC,Flut,5
CB,CB19,Color,ArtifactNFC,ArtifactNFC,Meepa,4
CB,CB19,Color,ArtifactNFC,ArtifactFC,Cano,6
CB,CB19,Color,ArtifactNFC,ArtifactNFC,Maxus,5
CB,CB19,Function,Natural,Natural,Koshi,2
CB,CB19,Function,Natural,Natural,Poom,4
CB,CB19,Function,Natural,Natural,Borg,2
CB,CB19,Function,Natural,Natural,Norpee,4
CB,CB19,Function,Natural,Natural,Irve,3
CB,CB19,Function,Artifact,Artifact,Xenop,4
CB,CB19,Function,Artifact,Artifact,Trint,7
CB,CB19,Function,Artifact,Artifact,Soof,7
CB,CB19,Function,Artifact,Artifact,Quag,5
CB,CB19,Function,Artifact,Artifact,Olan,7
CB,CB19,Filler,Artifact,Artifact,Gep,6
CB,CB19,Filler,Artifact,Artifact,Desh,7
CB,CB19,Filler,Artifact,Artifact,Nox,5
CB,CB19,Filler,Natural,Natural,Yobal,7
CB,CB19,Filler,Natural,Natural,Walla,6
CB,CB19,Filler,Natural,Natural,Chom,6
CB,CB19,Filler,Natural,Natural,Hyto,3
CB,CB19,Filler,Natural,Natural,Drapa,6
CB,CB19,Filler,Natural,Natural,Uzoo,5
CB,CB19,Filler,Natural,Natural,Jox,5
CB,CB20,Color,Natural,Natural,Atto,7
CB,CB20,Color,Natural,Natural,Onz,5
CB,CB20,Color,Natural,Natural,Stime,7
CB,CB20,Color,Natural,Natural,Enly,5
CB,CB20,Color,Natural,Natural,Blairo,7
CB,CB20,Color,ArtifactFC,ArtifactFC,Bewt,7
CB,CB20,Color,ArtifactFC,ArtifactNFC,Arn,5
CB,CB20,Color,ArtifactFC,ArtifactFC,Topee,7
CB,CB20,Color,ArtifactFC,ArtifactFC,Bollop,5
CB,CB20,Color,ArtifactFC,ArtifactFC,Reeka,7
CB,CB20,Color,ArtifactNFC,ArtifactNFC,Kanpa,5
CB,CB20,Color,ArtifactNFC,ArtifactNFC,Flut,5
CB,CB20,Color,ArtifactNFC,ArtifactNFC,Meepa,5
CB,CB20,Color,ArtifactNFC,ArtifactFC,Cano,5
CB,CB20,Color,ArtifactNFC,ArtifactNFC,Maxus,5
CB,CB20,Function,Natural,Natural,Koshi,5
CB,CB20,Function,Natural,Natural,Poom,3
CB,CB20,Function,Natural,Natural,Borg,5
CB,CB20,Function,Natural,Natural,Norpee,3
CB,CB20,Function,Natural,Natural,Irve,7
CB,CB20,Function,Artifact,Artifact,Xenop,7
CB,CB20,Function,Artifact,Artifact,Trint,7
CB,CB20,Function,Artifact,Artifact,Soof,7
CB,CB20,Function,Artifact,Artifact,Quag,7
CB,CB20,Function,Artifact,Artifact,Olan,7
CB,CB20,Filler,Artifact,Artifact,Gep,7
CB,CB20,Filler,Artifact,Artifact,Desh,7
CB,CB20,Filler,Artifact,Artifact,Nox,7
CB,CB20,Filler,Natural,Natural,Yobal,7
CB,CB20,Filler,Natural,Natural,Walla,5
CB,CB20,Filler,Natural,Natural,Chom,7
CB,CB20,Filler,Natural,Natural,Hyto,7
CB,CB20,Filler,Natural,Natural,Drapa,7
CB,CB20,Filler,Natural,Natural,Uzoo,7
CB,CB20,Filler,Natural,Natural,Jox,5
S,S1,Color,Natural,Natural,Atto,7
S,S1,Color,Natural,Natural,Onz,6
S,S1,Color,Natural,Natural,Stime,5
S,S1,Color,Natural,Natural,Enly,6
S,S1,Color,Natural,Natural,Blairo,5
S,S1,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S1,Color,ArtifactFC,ArtifactNFC,Arn,5
S,S1,Color,ArtifactFC,ArtifactFC,Topee,7
S,S1,Color,ArtifactFC,ArtifactFC,Bollop,4
S,S1,Color,ArtifactFC,ArtifactFC,Reeka,6
S,S1,Color,ArtifactNFC,ArtifactNFC,Kanpa,5
S,S1,Color,ArtifactNFC,ArtifactNFC,Flut,4
S,S1,Color,ArtifactNFC,ArtifactNFC,Meepa,5
S,S1,Color,ArtifactNFC,ArtifactFC,Cano,4
S,S1,Color,ArtifactNFC,ArtifactNFC,Maxus,3
S,S1,Function,Natural,Natural,Koshi,5
S,S1,Function,Natural,Natural,Poom,3
S,S1,Function,Natural,Natural,Borg,2
S,S1,Function,Natural,Natural,Norpee,3
S,S1,Function,Natural,Natural,Irve,5
S,S1,Function,Artifact,Artifact,Xenop,7
S,S1,Function,Artifact,Artifact,Trint,6
S,S1,Function,Artifact,Artifact,Soof,6
S,S1,Function,Artifact,Artifact,Quag,5
S,S1,Function,Artifact,Artifact,Olan,6
S,S1,Filler,Artifact,Artifact,Gep,5
S,S1,Filler,Artifact,Artifact,Desh,6
S,S1,Filler,Artifact,Artifact,Nox,4
S,S1,Filler,Natural,Natural,Yobal,5
S,S1,Filler,Natural,Natural,Walla,7
S,S1,Filler,Natural,Natural,Chom,2
S,S1,Filler,Natural,Natural,Hyto,2
S,S1,Filler,Natural,Natural,Drapa,2
S,S1,Filler,Natural,Natural,Uzoo,3
S,S1,Filler,Natural,Natural,Jox,3
S,S2,Color,Natural,Natural,Atto,7
S,S2,Color,Natural,Natural,Onz,6
S,S2,Color,Natural,Natural,Stime,6
S,S2,Color,Natural,Natural,Enly,6
S,S2,Color,Natural,Natural,Blairo,6
S,S2,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S2,Color,ArtifactFC,ArtifactNFC,Arn,5
S,S2,Color,ArtifactFC,ArtifactFC,Topee,7
S,S2,Color,ArtifactFC,ArtifactFC,Bollop,5
S,S2,Color,ArtifactFC,ArtifactFC,Reeka,7
S,S2,Color,ArtifactNFC,ArtifactNFC,Kanpa,3
S,S2,Color,ArtifactNFC,ArtifactNFC,Flut,3
S,S2,Color,ArtifactNFC,ArtifactNFC,Meepa,2
S,S2,Color,ArtifactNFC,ArtifactFC,Cano,4
S,S2,Color,ArtifactNFC,ArtifactNFC,Maxus,4
S,S2,Function,Natural,Natural,Koshi,2
S,S2,Function,Natural,Natural,Poom,1
S,S2,Function,Natural,Natural,Borg,2
S,S2,Function,Natural,Natural,Norpee,4
S,S2,Function,Natural,Natural,Irve,1
S,S2,Function,Artifact,Artifact,Xenop,7
S,S2,Function,Artifact,Artifact,Trint,7
S,S2,Function,Artifact,Artifact,Soof,7
S,S2,Function,Artifact,Artifact,Quag,7
S,S2,Function,Artifact,Artifact,Olan,7
S,S2,Filler,Artifact,Artifact,Gep,5
S,S2,Filler,Artifact,Artifact,Desh,3
S,S2,Filler,Artifact,Artifact,Nox,3
S,S2,Filler,Natural,Natural,Yobal,7
S,S2,Filler,Natural,Natural,Walla,7
S,S2,Filler,Natural,Natural,Chom,5
S,S2,Filler,Natural,Natural,Hyto,3
S,S2,Filler,Natural,Natural,Drapa,7
S,S2,Filler,Natural,Natural,Uzoo,5
S,S2,Filler,Natural,Natural,Jox,5
S,S3,Color,Natural,Natural,Atto,6
S,S3,Color,Natural,Natural,Onz,6
S,S3,Color,Natural,Natural,Stime,5
S,S3,Color,Natural,Natural,Enly,7
S,S3,Color,Natural,Natural,Blairo,6
S,S3,Color,ArtifactFC,ArtifactFC,Bewt,5
S,S3,Color,ArtifactFC,ArtifactNFC,Arn,4
S,S3,Color,ArtifactFC,ArtifactFC,Topee,6
S,S3,Color,ArtifactFC,ArtifactFC,Bollop,6
S,S3,Color,ArtifactFC,ArtifactFC,Reeka,6
S,S3,Color,ArtifactNFC,ArtifactNFC,Kanpa,2
S,S3,Color,ArtifactNFC,ArtifactNFC,Flut,5
S,S3,Color,ArtifactNFC,ArtifactNFC,Meepa,4
S,S3,Color,ArtifactNFC,ArtifactFC,Cano,3
S,S3,Color,ArtifactNFC,ArtifactNFC,Maxus,5
S,S3,Function,Natural,Natural,Koshi,5
S,S3,Function,Natural,Natural,Poom,2
S,S3,Function,Natural,Natural,Borg,3
S,S3,Function,Natural,Natural,Norpee,3
S,S3,Function,Natural,Natural,Irve,3
S,S3,Function,Artifact,Artifact,Xenop,2
S,S3,Function,Artifact,Artifact,Trint,7
S,S3,Function,Artifact,Artifact,Soof,6
S,S3,Function,Artifact,Artifact,Quag,2
S,S3,Function,Artifact,Artifact,Olan,5
S,S3,Filler,Artifact,Artifact,Gep,5
S,S3,Filler,Artifact,Artifact,Desh,1
S,S3,Filler,Artifact,Artifact,Nox,4
S,S3,Filler,Natural,Natural,Yobal,6
S,S3,Filler,Natural,Natural,Walla,7
S,S3,Filler,Natural,Natural,Chom,3
S,S3,Filler,Natural,Natural,Hyto,3
S,S3,Filler,Natural,Natural,Drapa,2
S,S3,Filler,Natural,Natural,Uzoo,5
S,S3,Filler,Natural,Natural,Jox,4
S,S4,Color,Natural,Natural,Atto,5
S,S4,Color,Natural,Natural,Onz,5
S,S4,Color,Natural,Natural,Stime,6
S,S4,Color,Natural,Natural,Enly,5
S,S4,Color,Natural,Natural,Blairo,6
S,S4,Color,ArtifactFC,ArtifactFC,Bewt,6
S,S4,Color,ArtifactFC,ArtifactNFC,Arn,4
S,S4,Color,ArtifactFC,ArtifactFC,Topee,7
S,S4,Color,ArtifactFC,ArtifactFC,Bollop,5
S,S4,Color,ArtifactFC,ArtifactFC,Reeka,5
S,S4,Color,ArtifactNFC,ArtifactNFC,Kanpa,3
S,S4,Color,ArtifactNFC,ArtifactNFC,Flut,4
S,S4,Color,ArtifactNFC,ArtifactNFC,Meepa,4
S,S4,Color,ArtifactNFC,ArtifactFC,Cano,4
S,S4,Color,ArtifactNFC,ArtifactNFC,Maxus,4
S,S4,Function,Natural,Natural,Koshi,4
S,S4,Function,Natural,Natural,Poom,2
S,S4,Function,Natural,Natural,Borg,2
S,S4,Function,Natural,Natural,Norpee,3
S,S4,Function,Natural,Natural,Irve,3
S,S4,Function,Artifact,Artifact,Xenop,5
S,S4,Function,Artifact,Artifact,Trint,6
S,S4,Function,Artifact,Artifact,Soof,6
S,S4,Function,Artifact,Artifact,Quag,6
S,S4,Function,Artifact,Artifact,Olan,6
S,S4,Filler,Artifact,Artifact,Gep,5
S,S4,Filler,Artifact,Artifact,Desh,3
S,S4,Filler,Artifact,Artifact,Nox,4
S,S4,Filler,Natural,Natural,Yobal,7
S,S4,Filler,Natural,Natural,Walla,6
S,S4,Filler,Natural,Natural,Chom,5
S,S4,Filler,Natural,Natural,Hyto,3
S,S4,Filler,Natural,Natural,Drapa,2
S,S4,Filler,Natural,Natural,Uzoo,2
S,S4,Filler,Natural,Natural,Jox,5
S,S5,Color,Natural,Natural,Atto,7
S,S5,Color,Natural,Natural,Onz,6
S,S5,Color,Natural,Natural,Stime,7
S,S5,Color,Natural,Natural,Enly,5
S,S5,Color,Natural,Natural,Blairo,6
S,S5,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S5,Color,ArtifactFC,ArtifactNFC,Arn,6
S,S5,Color,ArtifactFC,ArtifactFC,Topee,7
S,S5,Color,ArtifactFC,ArtifactFC,Bollop,6
S,S5,Color,ArtifactFC,ArtifactFC,Reeka,6
S,S5,Color,ArtifactNFC,ArtifactNFC,Kanpa,5
S,S5,Color,ArtifactNFC,ArtifactNFC,Flut,6
S,S5,Color,ArtifactNFC,ArtifactNFC,Meepa,4
S,S5,Color,ArtifactNFC,ArtifactFC,Cano,6
S,S5,Color,ArtifactNFC,ArtifactNFC,Maxus,4
S,S5,Function,Natural,Natural,Koshi,3
S,S5,Function,Natural,Natural,Poom,4
S,S5,Function,Natural,Natural,Borg,4
S,S5,Function,Natural,Natural,Norpee,5
S,S5,Function,Natural,Natural,Irve,2
S,S5,Function,Artifact,Artifact,Xenop,7
S,S5,Function,Artifact,Artifact,Trint,7
S,S5,Function,Artifact,Artifact,Soof,5
S,S5,Function,Artifact,Artifact,Quag,6
S,S5,Function,Artifact,Artifact,Olan,7
S,S5,Filler,Artifact,Artifact,Gep,7
S,S5,Filler,Artifact,Artifact,Desh,6
S,S5,Filler,Artifact,Artifact,Nox,6
S,S5,Filler,Natural,Natural,Yobal,7
S,S5,Filler,Natural,Natural,Walla,7
S,S5,Filler,Natural,Natural,Chom,6
S,S5,Filler,Natural,Natural,Hyto,3
S,S5,Filler,Natural,Natural,Drapa,7
S,S5,Filler,Natural,Natural,Uzoo,2
S,S5,Filler,Natural,Natural,Jox,6
S,S6,Color,Natural,Natural,Atto,7
S,S6,Color,Natural,Natural,Onz,6
S,S6,Color,Natural,Natural,Stime,7
S,S6,Color,Natural,Natural,Enly,6
S,S6,Color,Natural,Natural,Blairo,7
S,S6,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S6,Color,ArtifactFC,ArtifactNFC,Arn,3
S,S6,Color,ArtifactFC,ArtifactFC,Topee,6
S,S6,Color,ArtifactFC,ArtifactFC,Bollop,6
S,S6,Color,ArtifactFC,ArtifactFC,Reeka,5
S,S6,Color,ArtifactNFC,ArtifactNFC,Kanpa,3
S,S6,Color,ArtifactNFC,ArtifactNFC,Flut,5
S,S6,Color,ArtifactNFC,ArtifactNFC,Meepa,3
S,S6,Color,ArtifactNFC,ArtifactFC,Cano,7
S,S6,Color,ArtifactNFC,ArtifactNFC,Maxus,4
S,S6,Function,Natural,Natural,Koshi,3
S,S6,Function,Natural,Natural,Poom,2
S,S6,Function,Natural,Natural,Borg,1
S,S6,Function,Natural,Natural,Norpee,2
S,S6,Function,Natural,Natural,Irve,1
S,S6,Function,Artifact,Artifact,Xenop,6
S,S6,Function,Artifact,Artifact,Trint,6
S,S6,Function,Artifact,Artifact,Soof,5
S,S6,Function,Artifact,Artifact,Quag,6
