Group,Subject,TrialType,Kind,KindNew,Object,Rating
S,S6,Function,Artifact,Artifact,Olan,7
S,S6,Filler,Artifact,Artifact,Gep,6
S,S6,Filler,Artifact,Artifact,Desh,4
S,S6,Filler,Artifact,Artifact,Nox,6
S,S6,Filler,Natural,Natural,Yobal,7
S,S6,Filler,Natural,Natural,Walla,7
S,S6,Filler,Natural,Natural,Chom,7
S,S6,Filler,Natural,Natural,Hyto,3
S,S6,Filler,Natural,Natural,Drapa,7
S,S6,Filler,Natural,Natural,Uzoo,1
S,S6,Filler,Natural,Natural,Jox,7
S,S7,Color,Natural,Natural,Atto,6
S,S7,Color,Natural,Natural,Onz,6
S,S7,Color,Natural,Natural,Stime,6
S,S7,Color,Natural,Natural,Enly,6
S,S7,Color,Natural,Natural,Blairo,5
S,S7,Color,ArtifactFC,ArtifactFC,Bewt,4
S,S7,Color,ArtifactFC,ArtifactNFC,Arn,3
S,S7,Color,ArtifactFC,ArtifactFC,Topee,7
S,S7,Color,ArtifactFC,ArtifactFC,Bollop,4
S,S7,Color,ArtifactFC,ArtifactFC,Reeka,1
S,S7,Color,ArtifactNFC,ArtifactNFC,Kanpa,2
S,S7,Color,ArtifactNFC,ArtifactNFC,Flut,2
S,S7,Color,ArtifactNFC,ArtifactNFC,Meepa,2
S,S7,Color,ArtifactNFC,ArtifactFC,Cano,4
S,S7,Color,ArtifactNFC,ArtifactNFC,Maxus,3
S,S7,Function,Natural,Natural,Koshi,2
S,S7,Function,Natural,Natural,Poom,2
S,S7,Function,Natural,Natural,Borg,2
S,S7,Function,Natural,Natural,Norpee,4
S,S7,Function,Natural,Natural,Irve,4
S,S7,Function,Artifact,Artifact,Xenop,5
S,S7,Function,Artifact,Artifact,Trint,5
S,S7,Function,Artifact,Artifact,Soof,6
S,S7,Function,Artifact,Artifact,Quag,4
S,S7,Function,Artifact,Artifact,Olan,5
S,S7,Filler,Artifact,Artifact,Gep,6
S,S7,Filler,Artifact,Artifact,Desh,3
S,S7,Filler,Artifact,Artifact,Nox,5
S,S7,Filler,Natural,Natural,Yobal,7
S,S7,Filler,Natural,Natural,Walla,7
S,S7,Filler,Natural,Natural,Chom,4
S,S7,Filler,Natural,Natural,Hyto,3
S,S7,Filler,Natural,Natural,Drapa,1
S,S7,Filler,Natural,Natural,Uzoo,2
S,S7,Filler,Natural,Natural,Jox,7
S,S8,Color,Natural,Natural,Atto,5
S,S8,Color,Natural,Natural,Onz,2
S,S8,Color,Natural,Natural,Stime,7
S,S8,Color,Natural,Natural,Enly,4
S,S8,Color,Natural,Natural,Blairo,6
S,S8,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S8,Color,ArtifactFC,ArtifactNFC,Arn,7
S,S8,Color,ArtifactFC,ArtifactFC,Topee,7
S,S8,Color,ArtifactFC,ArtifactFC,Bollop,7
S,S8,Color,ArtifactFC,ArtifactFC,Reeka,5
S,S8,Color,ArtifactNFC,ArtifactNFC,Kanpa,2
S,S8,Color,ArtifactNFC,ArtifactNFC,Flut,4
S,S8,Color,ArtifactNFC,ArtifactNFC,Meepa,5
S,S8,Color,ArtifactNFC,ArtifactFC,Cano,3
S,S8,Color,ArtifactNFC,ArtifactNFC,Maxus,5
S,S8,Function,Natural,Natural,Koshi,1
S,S8,Function,Natural,Natural,Poom,4
S,S8,Function,Natural,Natural,Borg,1
S,S8,Function,Natural,Natural,Norpee,4
S,S8,Function,Natural,Natural,Irve,2
S,S8,Function,Artifact,Artifact,Xenop,4
S,S8,Function,Artifact,Artifact,Trint,7
S,S8,Function,Artifact,Artifact,Soof,7
S,S8,Function,Artifact,Artifact,Quag,7
S,S8,Function,Artifact,Artifact,Olan,2
S,S8,Filler,Artifact,Artifact,Gep,5
S,S8,Filler,Artifact,Artifact,Desh,4
S,S8,Filler,Artifact,Artifact,Nox,4
S,S8,Filler,Natural,Natural,Yobal,7
S,S8,Filler,Natural,Natural,Walla,4
S,S8,Filler,Natural,Natural,Chom,3
S,S8,Filler,Natural,Natural,Hyto,5
S,S8,Filler,Natural,Natural,Drapa,7
S,S8,Filler,Natural,Natural,Uzoo,6
S,S8,Filler,Natural,Natural,Jox,4
S,S9,Color,Natural,Natural,Atto,3
S,S9,Color,Natural,Natural,Onz,6
S,S9,Color,Natural,Natural,Stime,6
S,S9,Color,Natural,Natural,Enly,7
S,S9,Color,Natural,Natural,Blairo,4
S,S9,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S9,Color,ArtifactFC,ArtifactNFC,Arn,4
S,S9,Color,ArtifactFC,ArtifactFC,Topee,5
S,S9,Color,ArtifactFC,ArtifactFC,Bollop,4
S,S9,Color,ArtifactFC,ArtifactFC,Reeka,5
S,S9,Color,ArtifactNFC,ArtifactNFC,Kanpa,5
S,S9,Color,ArtifactNFC,ArtifactNFC,Flut,6
S,S9,Color,ArtifactNFC,ArtifactNFC,Meepa,5
S,S9,Color,ArtifactNFC,ArtifactFC,Cano,6
S,S9,Color,ArtifactNFC,ArtifactNFC,Maxus,6
S,S9,Function,Natural,Natural,Koshi,3
S,S9,Function,Natural,Natural,Poom,4
S,S9,Function,Natural,Natural,Borg,3
S,S9,Function,Natural,Natural,Norpee,6
S,S9,Function,Natural,Natural,Irve,3
S,S9,Function,Artifact,Artifact,Xenop,3
S,S9,Function,Artifact,Artifact,Trint,6
S,S9,Function,Artifact,Artifact,Soof,6
S,S9,Function,Artifact,Artifact,Quag,5
S,S9,Function,Artifact,Artifact,Olan,6
S,S9,Filler,Artifact,Artifact,Gep,6
S,S9,Filler,Artifact,Artifact,Desh,4
S,S9,Filler,Artifact,Artifact,Nox,5
S,S9,Filler,Natural,Natural,Yobal,7
S,S9,Filler,Natural,Natural,Walla,7
S,S9,Filler,Natural,Natural,Chom,7
S,S9,Filler,Natural,Natural,Hyto,4
S,S9,Filler,Natural,Natural,Drapa,2
S,S9,Filler,Natural,Natural,Uzoo,4
S,S9,Filler,Natural,Natural,Jox,3
S,S10,Color,Natural,Natural,Atto,5
S,S10,Color,Natural,Natural,Onz,7
S,S10,Color,Natural,Natural,Stime,6
S,S10,Color,Natural,Natural,Enly,5
S,S10,Color,Natural,Natural,Blairo,6
S,S10,Color,ArtifactFC,ArtifactFC,Bewt,6
S,S10,Color,ArtifactFC,ArtifactNFC,Arn,6
S,S10,Color,ArtifactFC,ArtifactFC,Topee,6
S,S10,Color,ArtifactFC,ArtifactFC,Bollop,3
S,S10,Color,ArtifactFC,ArtifactFC,Reeka,4
S,S10,Color,ArtifactNFC,ArtifactNFC,Kanpa,2
S,S10,Color,ArtifactNFC,ArtifactNFC,Flut,2
S,S10,Color,ArtifactNFC,ArtifactNFC,Meepa,2
S,S10,Color,ArtifactNFC,ArtifactFC,Cano,3
S,S10,Color,ArtifactNFC,ArtifactNFC,Maxus,2
S,S10,Function,Natural,Natural,Koshi,2
S,S10,Function,Natural,Natural,Poom,3
S,S10,Function,Natural,Natural,Borg,1
S,S10,Function,Natural,Natural,Norpee,3
S,S10,Function,Natural,Natural,Irve,1
S,S10,Function,Artifact,Artifact,Xenop,5
S,S10,Function,Artifact,Artifact,Trint,7
S,S10,Function,Artifact,Artifact,Soof,7
S,S10,Function,Artifact,Artifact,Quag,6
S,S10,Function,Artifact,Artifact,Olan,4
S,S10,Filler,Artifact,Artifact,Gep,5
S,S10,Filler,Artifact,Artifact,Desh,5
S,S10,Filler,Artifact,Artifact,Nox,4
S,S10,Filler,Natural,Natural,Yobal,6
S,S10,Filler,Natural,Natural,Walla,5
S,S10,Filler,Natural,Natural,Chom,4
S,S10,Filler,Natural,Natural,Hyto,2
S,S10,Filler,Natural,Natural,Drapa,3
S,S10,Filler,Natural,Natural,Uzoo,4
S,S10,Filler,Natural,Natural,Jox,4
S,S11,Color,Natural,Natural,Atto,5
S,S11,Color,Natural,Natural,Onz,6
S,S11,Color,Natural,Natural,Stime,3
S,S11,Color,Natural,Natural,Enly,6
S,S11,Color,Natural,Natural,Blairo,4
S,S11,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S11,Color,ArtifactFC,ArtifactNFC,Arn,6
S,S11,Color,ArtifactFC,ArtifactFC,Topee,6
S,S11,Color,ArtifactFC,ArtifactFC,Bollop,3
S,S11,Color,ArtifactFC,ArtifactFC,Reeka,7
S,S11,Color,ArtifactNFC,ArtifactNFC,Kanpa,1
S,S11,Color,ArtifactNFC,ArtifactNFC,Flut,7
S,S11,Color,ArtifactNFC,ArtifactNFC,Meepa,3
S,S11,Color,ArtifactNFC,ArtifactFC,Cano,7
S,S11,Color,ArtifactNFC,ArtifactNFC,Maxus,5
S,S11,Function,Natural,Natural,Koshi,1
S,S11,Function,Natural,Natural,Poom,2
S,S11,Function,Natural,Natural,Borg,2
S,S11,Function,Natural,Natural,Norpee,5
S,S11,Function,Natural,Natural,Irve,2
S,S11,Function,Artifact,Artifact,Xenop,7
S,S11,Function,Artifact,Artifact,Trint,7
S,S11,Function,Artifact,Artifact,Soof,7
S,S11,Function,Artifact,Artifact,Quag,7
S,S11,Function,Artifact,Artifact,Olan,7
S,S11,Filler,Artifact,Artifact,Gep,7
S,S11,Filler,Artifact,Artifact,Desh,3
S,S11,Filler,Artifact,Artifact,Nox,4
S,S11,Filler,Natural,Natural,Yobal,7
S,S11,Filler,Natural,Natural,Walla,7
S,S11,Filler,Natural,Natural,Chom,6
S,S11,Filler,Natural,Natural,Hyto,7
S,S11,Filler,Natural,Natural,Drapa,5
S,S11,Filler,Natural,Natural,Uzoo,7
S,S11,Filler,Natural,Natural,Jox,6
S,S12,Color,Natural,Natural,Atto,7
S,S12,Color,Natural,Natural,Onz,4
S,S12,Color,Natural,Natural,Stime,4
S,S12,Color,Natural,Natural,Enly,5
S,S12,Color,Natural,Natural,Blairo,4
S,S12,Color,ArtifactFC,ArtifactFC,Bewt,5
S,S12,Color,ArtifactFC,ArtifactNFC,Arn,4
S,S12,Color,ArtifactFC,ArtifactFC,Topee,5
S,S12,Color,ArtifactFC,ArtifactFC,Bollop,3
S,S12,Color,ArtifactFC,ArtifactFC,Reeka,5
S,S12,Color,ArtifactNFC,ArtifactNFC,Kanpa,1
S,S12,Color,ArtifactNFC,ArtifactNFC,Flut,2
S,S12,Color,ArtifactNFC,ArtifactNFC,Meepa,2
S,S12,Color,ArtifactNFC,ArtifactFC,Cano,3
S,S12,Color,ArtifactNFC,ArtifactNFC,Maxus,5
S,S12,Function,Natural,Natural,Koshi,2
S,S12,Function,Natural,Natural,Poom,4
S,S12,Function,Natural,Natural,Borg,2
S,S12,Function,Natural,Natural,Norpee,3
S,S12,Function,Natural,Natural,Irve,2
S,S12,Function,Artifact,Artifact,Xenop,3
S,S12,Function,Artifact,Artifact,Trint,4
S,S12,Function,Artifact,Artifact,Soof,4
S,S12,Function,Artifact,Artifact,Quag,5
S,S12,Function,Artifact,Artifact,Olan,3
S,S12,Filler,Artifact,Artifact,Gep,5
S,S12,Filler,Artifact,Artifact,Desh,1
S,S12,Filler,Artifact,Artifact,Nox,6
S,S12,Filler,Natural,Natural,Yobal,6
S,S12,Filler,Natural,Natural,Walla,6
S,S12,Filler,Natural,Natural,Chom,6
S,S12,Filler,Natural,Natural,Hyto,3
S,S12,Filler,Natural,Natural,Drapa,2
S,S12,Filler,Natural,Natural,Uzoo,6
S,S12,Filler,Natural,Natural,Jox,1
S,S13,Color,Natural,Natural,Atto,4
S,S13,Color,Natural,Natural,Onz,5
S,S13,Color,Natural,Natural,Stime,4
S,S13,Color,Natural,Natural,Enly,7
S,S13,Color,Natural,Natural,Blairo,4
S,S13,Color,ArtifactFC,ArtifactFC,Bewt,6
S,S13,Color,ArtifactFC,ArtifactNFC,Arn,5
S,S13,Color,ArtifactFC,ArtifactFC,Topee,7
S,S13,Color,ArtifactFC,ArtifactFC,Bollop,6
S,S13,Color,ArtifactFC,ArtifactFC,Reeka,6
S,S13,Color,ArtifactNFC,ArtifactNFC,Kanpa,2
S,S13,Color,ArtifactNFC,ArtifactNFC,Flut,2
S,S13,Color,ArtifactNFC,ArtifactNFC,Meepa,2
S,S13,Color,ArtifactNFC,ArtifactFC,Cano,3
S,S13,Color,ArtifactNFC,ArtifactNFC,Maxus,2
S,S13,Function,Natural,Natural,Koshi,1
S,S13,Function,Natural,Natural,Poom,3
S,S13,Function,Natural,Natural,Borg,1
S,S13,Function,Natural,Natural,Norpee,2
S,S13,Function,Natural,Natural,Irve,1
S,S13,Function,Artifact,Artifact,Xenop,5
S,S13,Function,Artifact,Artifact,Trint,7
S,S13,Function,Artifact,Artifact,Soof,5
S,S13,Function,Artifact,Artifact,Quag,5
S,S13,Function,Artifact,Artifact,Olan,7
S,S13,Filler,Artifact,Artifact,Gep,5
S,S13,Filler,Artifact,Artifact,Desh,3
S,S13,Filler,Artifact,Artifact,Nox,4
S,S13,Filler,Natural,Natural,Yobal,7
S,S13,Filler,Natural,Natural,Walla,5
S,S13,Filler,Natural,Natural,Chom,1
S,S13,Filler,Natural,Natural,Hyto,2
S,S13,Filler,Natural,Natural,Drapa,6
S,S13,Filler,Natural,Natural,Uzoo,6
S,S13,Filler,Natural,Natural,Jox,3
S,S14,Color,Natural,Natural,Atto,7
S,S14,Color,Natural,Natural,Onz,7
S,S14,Color,Natural,Natural,Stime,5
S,S14,Color,Natural,Natural,Enly,7
S,S14,Color,Natural,Natural,Blairo,7
S,S14,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S14,Color,ArtifactFC,ArtifactNFC,Arn,7
S,S14,Color,ArtifactFC,ArtifactFC,Topee,6
S,S14,Color,ArtifactFC,ArtifactFC,Bollop,7
S,S14,Color,ArtifactFC,ArtifactFC,Reeka,7
S,S14,Color,ArtifactNFC,ArtifactNFC,Kanpa,7
S,S14,Color,ArtifactNFC,ArtifactNFC,Flut,6
S,S14,Color,ArtifactNFC,ArtifactNFC,Meepa,5
S,S14,Color,ArtifactNFC,ArtifactFC,Cano,5
S,S14,Color,ArtifactNFC,ArtifactNFC,Maxus,7
S,S14,Function,Natural,Natural,Koshi,7
S,S14,Function,Natural,Natural,Poom,4
S,S14,Function,Natural,Natural,Borg,6
S,S14,Function,Natural,Natural,Norpee,5
S,S14,Function,Natural,Natural,Irve,7
S,S14,Function,Artifact,Artifact,Xenop,4
S,S14,Function,Artifact,Artifact,Trint,7
S,S14,Function,Artifact,Artifact,Soof,7
S,S14,Function,Artifact,Artifact,Quag,6
S,S14,Function,Artifact,Artifact,Olan,6
S,S14,Filler,Artifact,Artifact,Gep,5
S,S14,Filler,Artifact,Artifact,Desh,1
S,S14,Filler,Artifact,Artifact,Nox,7
S,S14,Filler,Natural,Natural,Yobal,7
S,S14,Filler,Natural,Natural,Walla,7
S,S14,Filler,Natural,Natural,Chom,7
S,S14,Filler,Natural,Natural,Hyto,4
S,S14,Filler,Natural,Natural,Drapa,5
S,S14,Filler,Natural,Natural,Uzoo,5
S,S14,Filler,Natural,Natural,Jox,5
S,S15,Color,Natural,Natural,Atto,6
S,S15,Color,Natural,Natural,Onz,7
S,S15,Color,Natural,Natural,Stime,6
S,S15,Color,Natural,Natural,Enly,5
S,S15,Color,Natural,Natural,Blairo,6
S,S15,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S15,Color,ArtifactFC,ArtifactNFC,Arn,5
S,S15,Color,ArtifactFC,ArtifactFC,Topee,7
S,S15,Color,ArtifactFC,ArtifactFC,Bollop,6
S,S15,Color,ArtifactFC,ArtifactFC,Reeka,6
S,S15,Color,ArtifactNFC,ArtifactNFC,Kanpa,4
S,S15,Color,ArtifactNFC,ArtifactNFC,Flut,5
S,S15,Color,ArtifactNFC,ArtifactNFC,Meepa,3
S,S15,Color,ArtifactNFC,ArtifactFC,Cano,5
S,S15,Color,ArtifactNFC,ArtifactNFC,Maxus,5
S,S15,Function,Natural,Natural,Koshi,3
S,S15,Function,Natural,Natural,Poom,2
S,S15,Function,Natural,Natural,Borg,1
S,S15,Function,Natural,Natural,Norpee,1
S,S15,Function,Natural,Natural,Irve,4
S,S15,Function,Artifact,Artifact,Xenop,6
S,S15,Function,Artifact,Artifact,Trint,6
S,S15,Function,Artifact,Artifact,Soof,7
S,S15,Function,Artifact,Artifact,Quag,7
S,S15,Function,Artifact,Artifact,Olan,7
S,S15,Filler,Artifact,Artifact,Gep,5
S,S15,Filler,Artifact,Artifact,Desh,4
S,S15,Filler,Artifact,Artifact,Nox,4
S,S15,Filler,Natural,Natural,Yobal,6
S,S15,Filler,Natural,Natural,Walla,5
S,S15,Filler,Natural,Natural,Chom,5
S,S15,Filler,Natural,Natural,Hyto,2
S,S15,Filler,Natural,Natural,Drapa,4
S,S15,Filler,Natural,Natural,Uzoo,5
S,S15,Filler,Natural,Natural,Jox,5
S,S16,Color,Natural,Natural,Atto,7
S,S16,Color,Natural,Natural,Onz,5
S,S16,Color,Natural,Natural,Stime,5
S,S16,Color,Natural,Natural,Enly,5
S,S16,Color,Natural,Natural,Blairo,5
S,S16,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S16,Color,ArtifactFC,ArtifactNFC,Arn,6
S,S16,Color,ArtifactFC,ArtifactFC,Topee,6
S,S16,Color,ArtifactFC,ArtifactFC,Bollop,7
S,S16,Color,ArtifactFC,ArtifactFC,Reeka,7
S,S16,Color,ArtifactNFC,ArtifactNFC,Kanpa,1
S,S16,Color,ArtifactNFC,ArtifactNFC,Flut,2
S,S16,Color,ArtifactNFC,ArtifactNFC,Meepa,3
S,S16,Color,ArtifactNFC,ArtifactFC,Cano,6
S,S16,Color,ArtifactNFC,ArtifactNFC,Maxus,2
S,S16,Function,Natural,Natural,Koshi,4
S,S16,Function,Natural,Natural,Poom,5
S,S16,Function,Natural,Natural,Borg,3
S,S16,Function,Natural,Natural,Norpee,1
S,S16,Function,Natural,Natural,Irve,1
S,S16,Function,Artifact,Artifact,Xenop,7
S,S16,Function,Artifact,Artifact,Trint,7
S,S16,Function,Artifact,Artifact,Soof,2
S,S16,Function,Artifact,Artifact,Quag,6
S,S16,Function,Artifact,Artifact,Olan,5
S,S16,Filler,Artifact,Artifact,Gep,6
S,S16,Filler,Artifact,Artifact,Desh,1
S,S16,Filler,Artifact,Artifact,Nox,2
S,S16,Filler,Natural,Natural,Yobal,6
S,S16,Filler,Natural,Natural,Walla,6
S,S16,Filler,Natural,Natural,Chom,4
S,S16,Filler,Natural,Natural,Hyto,2
S,S16,Filler,Natural,Natural,Drapa,7
S,S16,Filler,Natural,Natural,Uzoo,4
S,S16,Filler,Natural,Natural,Jox,3
S,S17,Color,Natural,Natural,Atto,7
S,S17,Color,Natural,Natural,Onz,6
S,S17,Color,Natural,Natural,Stime,5
S,S17,Color,Natural,Natural,Enly,7
S,S17,Color,Natural,Natural,Blairo,6
S,S17,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S17,Color,ArtifactFC,ArtifactNFC,Arn,6
S,S17,Color,ArtifactFC,ArtifactFC,Topee,7
S,S17,Color,ArtifactFC,ArtifactFC,Bollop,2
S,S17,Color,ArtifactFC,ArtifactFC,Reeka,3
S,S17,Color,ArtifactNFC,ArtifactNFC,Kanpa,3
S,S17,Color,ArtifactNFC,ArtifactNFC,Flut,3
S,S17,Color,ArtifactNFC,ArtifactNFC,Meepa,4
S,S17,Color,ArtifactNFC,ArtifactFC,Cano,3
S,S17,Color,ArtifactNFC,ArtifactNFC,Maxus,4
S,S17,Function,Natural,Natural,Koshi,4
S,S17,Function,Natural,Natural,Poom,1
S,S17,Function,Natural,Natural,Borg,2
S,S17,Function,Natural,Natural,Norpee,2
S,S17,Function,Natural,Natural,Irve,3
S,S17,Function,Artifact,Artifact,Xenop,6
S,S17,Function,Artifact,Artifact,Trint,7
S,S17,Function,Artifact,Artifact,Soof,5
S,S17,Function,Artifact,Artifact,Quag,3
S,S17,Function,Artifact,Artifact,Olan,5
S,S17,Filler,Artifact,Artifact,Gep,5
S,S17,Filler,Artifact,Artifact,Desh,5
S,S17,Filler,Artifact,Artifact,Nox,5
S,S17,Filler,Natural,Natural,Yobal,7
S,S17,Filler,Natural,Natural,Walla,6
S,S17,Filler,Natural,Natural,Chom,5
S,S17,Filler,Natural,Natural,Hyto,2
S,S17,Filler,Natural,Natural,Drapa,2
S,S17,Filler,Natural,Natural,Uzoo,6
S,S17,Filler,Natural,Natural,Jox,6
S,S18,Color,Natural,Natural,Atto,7
S,S18,Color,Natural,Natural,Onz,6
S,S18,Color,Natural,Natural,Stime,5
S,S18,Color,Natural,Natural,Enly,7
S,S18,Color,Natural,Natural,Blairo,6
S,S18,Color,ArtifactFC,ArtifactFC,Bewt,7
S,S18,Color,ArtifactFC,ArtifactNFC,Arn,6
S,S18,Color,ArtifactFC,ArtifactFC,Topee,7
S,S18,Color,ArtifactFC,ArtifactFC,Bollop,2
S,S18,Color,ArtifactFC,ArtifactFC,Reeka,3
S,S18,Color,ArtifactNFC,ArtifactNFC,Kanpa,3
S,S18,Color,ArtifactNFC,ArtifactNFC,Flut,3
S,S18,Color,ArtifactNFC,ArtifactNFC,Meepa,4
S,S18,Color,ArtifactNFC,ArtifactFC,Cano,3
S,S18,Color,ArtifactNFC,ArtifactNFC,Maxus,4
S,S18,Function,Natural,Natural,Koshi,4
S,S18,Function,Natural,Natural,Poom,1
S,S18,Function,Natural,Natural,Borg,2
S,S18,Function,Natural,Natural,Norpee,2
S,S18,Function,Natural,Natural,Irve,3
S,S18,Function,Artifact,Artifact,Xenop,6
S,S18,Function,Artifact,Artifact,Trint,7
S,S18,Function,Artifact,Artifact,Soof,5
S,S18,Function,Artifact,Artifact,Quag,3
S,S18,Function,Artifact,Artifact,Olan,5
S,S18,Filler,Artifact,Artifact,Gep,5
S,S18,Filler,Artifact,Artifact,Desh,5
S,S18,Filler,Artifact,Artifact,Nox,5
S,S18,Filler,Natural,Natural,Yobal,7
S,S18,Filler,Natural,Natural,Walla,6
S,S18,Filler,Natural,Natural,Chom,5
S,S18,Filler,Natural,Natural,Hyto,2
S,S18,Filler,Natural,Natural,Drapa,2
S,S18,Filler,Natural,Natural,Uzoo,6
S,S18,Filler,Natural,Natural,Jox,6
S,S19,Color,Natural,Natural,Atto,7
S,S19,Color,Natural,Natural,Onz,4
S,S19,Color,Natural,Natural,Stime,4
S,S19,Color,Natural,Natural,Enly,7
S,S19,Color,Natural,Natural,Blairo,4
S,S19,Color,ArtifactFC,ArtifactFC,Bewt,4
S,S19,Color,ArtifactFC,ArtifactNFC,Arn,4
S,S19,Color,ArtifactFC,ArtifactFC,Topee,5
S,S19,Color,ArtifactFC,ArtifactFC,Bollop,5
S,S19,Color,ArtifactFC,ArtifactFC,Reeka,5
S,S19,Color,ArtifactNFC,ArtifactNFC,Kanpa,2
S,S19,Color,ArtifactNFC,ArtifactNFC,Flut,3
S,S19,Color,ArtifactNFC,ArtifactNFC,Meepa,4
S,S19,Color,ArtifactNFC,ArtifactFC,Cano,2
S,S19,Color,ArtifactNFC,ArtifactNFC,Maxus,3
S,S19,Function,Natural,Natural,Koshi,2
S,S19,Function,Natural,Natural,Poom,3
S,S19,Function,Natural,Natural,Borg,2
S,S19,Function,Natural,Natural,Norpee,2
S,S19,Function,Natural,Natural,Irve,2
S,S19,Function,Artifact,Artifact,Xenop,4
S,S19,Function,Artifact,Artifact,Trint,6
S,S19,Function,Artifact,Artifact,Soof,6
S,S19,Function,Artifact,Artifact,Quag,5
S,S19,Function,Artifact,Artifact,Olan,5
S,S19,Filler,Artifact,Artifact,Gep,6
S,S19,Filler,Artifact,Artifact,Desh,4
S,S19,Filler,Artifact,Artifact,Nox,5
S,S19,Filler,Natural,Natural,Yobal,7
S,S19,Filler,Natural,Natural,Walla,7
S,S19,Filler,Natural,Natural,Chom,6
S,S19,Filler,Natural,Natural,Hyto,3
S,S19,Filler,Natural,Natural,Drapa,3
S,S19,Filler,Natural,Natural,Uzoo,1
S,S19,Filler,Natural,Natural,Jox,4